barcode,name,brand,ingredients,allergens,energy_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,serving_size,category,is_sustainable
5391530860468,Crunchy cheddar puffed bites,Cheese o's,"Cheddar Cheese (100%) (Milk, Salt). For allergens: See ingredients in bold. Gently cooked cheddar cheese.",milk,2480.0,592.0,44.0,29.2,4.4,,39.6,25g,Food,0
5391530980227,Smoky black bean chilli bowl,Fiid,"Black beans (37%), water, tomato (11%), onions (10%), bell pepper (7%), peas (7%), tomato puree (7%), corn (5%), red pepper, spices, maize starch, sea salt, garlic, mushroom concentrate, lemon juice concentrate, herbs, salt, vinegar, citrus fibre.","bell-pepper, corn-maize, garlic, lemon, mushrooms, tomato",372.0,89.0,0.5,0.2,15.0,2.6,4.7,275g,Condiments & Others,0
5391532122250,Chocolate salted caramel,Fulfil protein bar,"Milk Protein, No Added Sugar Milk Chocolate with Sweetener (25%) (Sweetener [Maltitol], Cocoa Butter, Whole Milk Powder, Cocoa Mass, Emulsifier [Lecithins, (Soya)], Flavouring), Collagen Hydrolysate, Humectant (Glycerol), Isomalto-Oligosaccharide***, Water, Soya Crispies (Soya Protein Isolate, Starch, Barley Malt Extract, Salt), Palm Fat, No Added Sugar White Chocolate with Sweetener (Sweetener [Maltitol], Cocoa Butter, Whole Milk Powder, Emulsifier [Lecithins, (Soya)], Natural Vanilla Flavouring), Chocolate (Cocoa Powder, Cocoa Mass, Sugar), Natural Flavouring, Salt, Vitamins (Vitamins C, E, B6, B12, Thiamin, Riboflavin, Niacin, Pantothenic Acid, Folic Acid), Sweetener (Sucralose), ***Source of Glucose","cereals-containing-gluten, chocolate, cocoa, collagen, milk, soybeans, sucralose, vanilla",1560.0,373.0,15.3,3.27,29.1,1.13,36.4,55g,Food,1
5391532122731,Crispy caramel,Fulfil,"tracking Water d notes acker Paints values hgredients: soya crispies (soya protein, tapioca starch, salt), no added sugar milk chocolate with sweetener 21.6% (sweetener (maltitol, cocoa butter powder, cocoa mass, emulsifier (soya lecithins], flavourings), caramel flavour layer (soluble corn fibre, sweetener [maltitol), palm fat, soya protein, cocoat milk powder, humectant [glycerol], cocoa mass, emulsifier (soya lecithins], flavourings), bulking agent (polydextrose), matlodextrin, humectant (glycem avourings, emulsifier (soya lecithins), vitamins (vitamin C, niacin, vitamin E, pantothenic acid, riboflavin, vitamin B6, thiamin, folic acid, vitamin B12), sal cralose). May contain esas, cereals containing gluten, nuts, peanuts and sesame seeds. Excessive consumption may produce laxative effects ints ints artPoints","ascorbic-acid-vitamin-c, cereals-containing-gluten, chocolate, cocoa, corn-maize, milk, peanuts, sesame-seeds, soybeans, tree-nuts",1580.0,378.0,16.5,9.19,34.1,4.59,23.5,1bar,Health & Supplements,0
5391532123936,Milk chocolate crunch protein bar,Fulfil,"Milk proteins, no added sugar milk chocolate with sweetener (23%) (sweetener [maltitol], cocoa butter, whole milk powder, cocoa mass, emulsifier [lecithins), natural vanilla flavouring), humectant (glycerol), collagen hydrolysate, dietary fibre (polydextrose), crisps (5.5%) (rice flour, milk proteins), water, no added sugar chocolate with sweetener (3.1%) (cocoa mass, Sweetener maltitol), cocoa butter, emulsifier (lecithins), natural vanilla flavouring), sunflower oil, fat-reduced cocoa powder, natural flavourings, vitamins (vitamin C, E, B6, B12, thiamine, riboflavin, niacin, pantothenic acid, folic acid), sweetener (sucralose). May contain cereals containing gluten, soya, nuts and peanuts. Excessive consumption may produce laxative effects. FULFIL and associated words and designs are trademarks of Bartoni LTD. FULFIL Nutrition, PO Box 13000, Dublin 12, Ireland. T: +353 1 6120656. FULFIL Nutrition GB Ltd, PO Box 17980, Birmingham, B2 2PE. FULFILNUTRITION.COM","ascorbic-acid-vitamin-c, cereals-containing-gluten, chocolate, cocoa, collagen, milk, peanuts, rice, soybeans, sucralose, sunflower-lecithin, tree-nuts, vanilla",1520.0,362.0,13.5,7.0,30.0,2.25,37.5,1bar,Food,1
5391532124179,Chocolate and Peanut Butter Flavour Vitamin & Protein Bar,Fulfil,"Milk proteins, no added sugar milk chocolate with Sweetener (21%)(sweetener ([maltitol), cocoa butter, whole milk powder, c [lecithins), natural vanilla flavouring), humectant (glycerol), collagen hydrolysate, dietary fibre (polydextrose), water, roasted peanut pieces white chocolate with sweetener (sweetener [maltitol], cocoa butter, whole milk powder Cocoa powder, flavourings (peanuts), vitamins (vitamin C, E, B6, B12, thiamine, riboflavin, niacin, pantothenic acid, folic acid), sweetener","ascorbic-acid-vitamin-c, chocolate, cocoa, collagen, milk, peanuts, vanilla",1570.0,375.0,15.8,6.9,29.1,2.73,36.4,55g,Food,1
5391533080115,Milk Duds King Size,The Hershey Company,"corn syrup, sugar, vegetable oils (palm, shea, sunflower, palm kernel, and/or safflower), dextrose, nonfat milk, reduced protein whey(milk), chocolate, contains 2% or less of brown sugar, mono and diglycerides [e471], whey(milk), baking soda [e500h], confectioner's glaze, salt, tapioca dextrin, soy lecithin [e3221, vanilla, artificial flavour, may contain gmc0","chocolate, corn-maize, lecithin, milk, soybeans, sunflower-lecithin, vanilla",1824.0,436.0,15.4,9.0,74.4,53.8,2.6,39g,Food,0
5391533130049,Purepower chilli con carne,Purepower Nutrition,"Power Rice (39%) (Brown Rice, Water, Quinoa, Chilli, Peppers, Broccoli, Garlic. Ginger), Vegetable Gtock, Minced Beef (17%), Potato (15%). Water. Red Kidney Beans 8%, Red and Green Peppers 6%, Tomato Puree, Diced Onion, Taco Seasoning (Spices (Cayenne, Coriander, Cumin, Paprika, Pepper., Salt. Garlic Powder), Herb (Oregano), Oarlic, Paprika. Vor Allergens including cereals containing Gluten, see ingredients in BOLD.","beef, bell-pepper, broccoli, cereals-containing-gluten, chili, coriander, cumin, garlic, ginger, onion, oregano, paprika, potato, quinoa, rice, tomato",422.0,101.0,2.48,1.0,15.0,0.82,5.62,400g,Food,0
5391533130056,Massaman chicken curry,pure power,"Yellow Rice (37%), Chicken Breast (25%), Water, Coconut Milk, Green Beans, Sweet Potato, Massaman Curry Paste (Lemongrass 22.0%, Garlic 19.0%, Dried Red Chilli 14.0%, Shallot 14.0%, Salt 12.0%, Galangal 7.5%, Shrimp Paste 5.0% (SHRIMP 83.0%, Salt 17%), Coriander Seed 3.3%, Cumin 1.0%, Kaffir Lime peel 1.0%, Cardamom 0.5%, Cinnamon 0.5%, Nutmeg 0.2%), Water, Honey, Maize Starch, Salt, Pepper.","bell-pepper, cardamom, celery, cereals-containing-gluten, chicken, chili, cinnamon, coconut, coriander, corn-maize, crustaceans, cumin, eggs, fish, garlic, lime, milk, mustard, nutmeg, potato, rice, sesame-seeds, soybeans, sulphur-dioxide-and-sulphites",470.0,112.0,3.1,2.0,10.9,1.18,9.75,1serving,Food,0
5391533130100,Chicken curry with power rice,Purepower nutrition,"Power Rice (38%) (Brown Rice, Water, Quinoa, Chilli, Peppers, Broccoli, Vegetable Stock (Salt, Potato Starch, Yeast Extracts, Sugar, Chicken Fat 3,3%, Vegetable Fat (Palm), Maltodextrins, Onion, Turmeric, Black Pepper, Acidity Regulators: Citric Acid, Ascorbic Acid; Colour: Ammonia Caramel; Parsley Leaves, Parsley Extract), Garlic and Ginger), Chicken Breast (25%), Green Peppers (7%), Curry Sauce WHEAT FLOUR, Curry Powder, CELERY, MUSTARD, Maltodextrin, Salt, Vegetable Oil, Modified Starch, Sugar, Yeast Extract, Flavour, Tomato Powder, Onion, Spices), Sweet Chilli Sauce (Sugar, Water, Pickled Red Chilli, Vinegar, Garlic, Salt), Quinoa, Chilli Powder, Broccoli, Garlic Powder, Ginger, Vegetable Stock, Turmeric.","ascorbic-acid-vitamin-c, bell-pepper, broccoli, celery, cereals-containing-gluten, chicken, chili, citric-acid, garlic, ginger, mustard, onion, potato, quinoa, rice, tomato, turmeric, yeast",452.0,108.0,0.9,0.4,16.0,0.58,9.75,400g,Food,0
5391533130216,Loaded taco fries,Pure power nutrition,"Ingredients; Sweet Potato Wedges (30%), Water, Tomato (17%), Chicken Breast (12%), Peppers (5%), Jalapenos (4%) Mexican Salsa Mix (Sweet Peppers, Tomato, Onion, Spring On Coriander, Garlic, Chilli, Cumin, Salt, Pepper, Spice Extract, Sunflower Oil), Onions, Low Fat Cheddar Cheese (MILK), Tomato Puree, Modified Starch, Coriander, Salt, Sugar, Garlic Caramel, Cumin, Garlic, Paprika, Black Pepper. Allergen Advise: For Allergens including cereals containing gluten, see ingredients.in BOLD. Contains MILK.","bell-pepper, cereals-containing-gluten, chicken, chili, coriander, cumin, garlic, milk, onion, paprika, potato, sunflower-lecithin, tomato",444.0,106.0,2.9,0.6,14.7,3.2,5.3,400g,Food,0
5391533131169,Blueberry And White Chocolate Protein Pancakes,Purepower Nutrition,"High Protein Irish Yoghurt (51%) (Skimmed MILK, MILK Protein Concentrate, Starter Cultures (MILK), Lactase, Water, Sugar (3%), Maize Starch, Vanilla Extract, Spent Vanilla Powder (0.4%), Natural flavourings), Pancakes (49%) (WHEAT Flour (GLUTEN) WHEAT Flour Calcium Carbonate, Iron, Niacin, Thiamin Sugar (Sucrose), Water, Baking Soda, EGG Whey Protein Concentrate (MILA) Blueberries (2%), White Chocolate Chips (2%) [Sugar, Cocoa Butter, Whole MILK Powder, Whey Powder (MILK). Lactose (MILK), Emulsifier: Soya Lecithin, Vanilla Extract Potassium Sorbate, Sucralose).","blueberry, cereals-containing-gluten, chocolate, cocoa, corn-maize, eggs, lecithin, milk, soybeans, sucralose, vanilla",695.0,166.0,2.8,0.8,21.5,7.9,13.5,185g,Food,0
5391533131831,Spice Bag,Purepower Nutrition,"Salt & Pepper Seasoned Potato Chips (40%) (Potato, Coriander, Cab. Fennel, Ginger, Cinnamon, Clove, Star Anise, Szechuan Pepper, Spice Extracts, Salt, Chilli Powder, Onion Powder, Garlic Powder, White Pepper), Curry Sauce (2596) (Curry Powder (Cumin, Corlander, Turmeric, MUSTARD, Fenugreek, Ginger, Black Pepper, Chill, Garlic Clove, CELERY) Salt, Rapeseed Oil, Rice Flour, Potato Starch, Yeast Extract, Citric Acid. Clean Coated Chicken (25%) (Chicken Breast (70%), Yellow Corn Flour, WHEAT Flour, Salt, Potato Starch, Palm Oil&quot;, Corn Starch), Red Peppers (5%), Onions (5) *RSPO CERTIFIED PALM OIL Tamanla and four starasle pantsinina aliter esho","bell-pepper, celery, cereals-containing-gluten, chicken, chili, cinnamon, citric-acid, clove, coriander, corn-maize, cumin, garlic, ginger, mustard, onion, potato, rice, turmeric, yeast",494.0,118.0,3.5,0.6,19.0,2.3,6.0,400g,Condiments & Others,0
5391533580042,Protein balls,Jo's,"Coconut (SULPHUR DIOXIDE) 26%, Dates, ALMOND 6%, Cocoa, Honey, WHEY Protein Concentrate (MILK) 4.2% (Cocoa Powder, Flavour, Thickener (Xanthan Gum), Emulsifier (SOYA Lecitin), Sweetener (Sucralose)). Contains: NUTS, MILK, SOYA. ALLERGEN INFORMATION: See ingredients in BOLD. Made on a line that may contain PEANUTS. WARNING: May contain date pits or nut kernels.","almonds, cocoa, coconut, dates, milk, peanuts, soybeans, sucralose, sulphur-dioxide-and-sulphites, tree-nuts, xanthan-gum",1865.0,445.4,27.3,20.2,33.48,32.74,11.9,50g,Health & Supplements,0
5391533580066,Chia Energy Bombs,Jo's Absolute Nutrition,"Coconut (SULPHUR DIODE)% Dates, ALMOND, Honey, Chia Seeds 2%, Pink Himalayan Salt. Contains: NUTS ALLERGEN INFORMATION: See ingredients in BOLD. Made on a line that handles PEANUTS, DAIRY. SOYA BADNINO H","almonds, chia-seeds, coconut, dates, milk, peanuts, soybeans, sulphur-dioxide-and-sulphites, tree-nuts",1600.0,382.0,29.2,18.7,25.5,24.5,6.2,50g,Condiments & Others,0
5391533580202,Peanut butter raw energy balls,Jo's Absolute Nutrition,"INCREMENTS: Dates, Desiccated Coconut (SULPHUR DIOXIDE), PEANUT Butter (17%), Ground ALMOND (11%). Home PEANUTS (5%). Contains: NUTS, PEANUTS. ALLENGEN INFORMATION: See ingredients in BOLD. Made on a line that handles DAIRY, SOYA. WARNING: May contain date pits or NUT Kernels.","almonds, coconut, dates, milk, peanuts, soybeans, sulphur-dioxide-and-sulphites, tree-nuts",1768.0,423.8,32.6,16.0,24.7,22.23,10.1,50g,Food,0
5391534340003,Hazelnut Clusters Super Nature,Super Nature,"Hazemuts* 42%, *Cacao Butter, *Coconut Sugar, *Cacao Powder. *Organic ingredients. Minimum Cacao Solids: 53%. May contain traces of other nuts and peanuts.","cocoa, coconut, milk, peanuts, tree-nuts",2617.0,625.0,54.0,19.0,28.0,22.0,8.0,35g,Food,1
5391534951735,Pancake Mix Golden Syrup,inside nutrition,"MILK PROTEIN E FLAVOURING, SODIUM SWEETENER ICE FOR ALLERGENS, SEE S HIGHLIGHTED IN BOLD CT IS MANUFACTURED IN AT PROCESSES S CONTAINING THE MILK CORN, SOYA, CATS, CELERY MUSTARD FISH CRUSTACEANS, D NOT PRODUCTS CANNOT PEANUT AND NUT FREE JUCT IS SUITABLE FOR","celery, corn-maize, fish, milk, mustard, peanuts, soybeans",1448.0,346.0,3.2,1.7,50.0,1.9,28.0,80g,Food,0
5391535690039,"Guilt Free Crisps, Thai Town, Thai Sweet Chilli",Cali Cali,"Chickpea & Peas Chips (Chickpea Flour (38%), Rice flour, Potato starch, Green peas (8.5%), Yellow peas (8.5%), Black Bean (4%), salt), Sunflower oil, Hot Sauce seasoning (Sugar, Maltodextrin, Natural Flavourings, Spices, Yeast Extract, Food Acid (Citric acid), Salt, Curry Powder (Spices, Chickpea Flour, Salt), Garlic Powder, Onion Powder, Natural Colour (Paprika extract), Sunflower oil, Natural Antioxidant (Rosemary extract)). May contain: Soy.","black-beans, cereals-containing-gluten, chickpeas, citric-acid, garlic, onion, paprika, potato, rice, rosemary, soybeans, sunflower-lecithin, yeast",1739.0,413.0,11.0,0.9,61.0,4.2,15.0,28g,Condiments & Others,1
5391535690497,Cajun Salt Seasoning,Cali Cali,"Spices (56%)(Paprika, Chilli, Cumin, Black Pepper, Chilli flakes, White Pepper), Salt(28%), Onion, Garlic, Thyme, Oregano, Acid (Citric Acid). Allergen Advice: May contain traces of peanuts, gluten and mustard.","bell-pepper, cereals-containing-gluten, chili, citric-acid, cumin, garlic, mustard, onion, oregano, paprika, peanuts, thyme",927.0,222.0,8.2,0.2,23.0,0.45,9.4,2g,Condiments & Others,0
5391535690510,Burrito/Fajita Seasoning,Cali Cali,"Smoked Paprika, Salt, Onion, Sugar, Garlic, Chipotle Chilli, Cumin, Chilli, Thyme, Black Pepper, Coriander, Parsley. Allergen Advice: May contain traces of gluten, celery, peanuts and mustard.","bell-pepper, celery, cereals-containing-gluten, chili, coriander, cumin, garlic, mustard, onion, paprika, peanuts, thyme",1193.0,285.0,8.6,1.3,48.0,0.8,11.0,2g,Condiments & Others,0
5391536580070,Multiseed Bread,Bretzel Bakery,"NGREDIENTS WHEAT flour, RYE Flour, Seed Mix (14%) (SESAME Seed, Brown Linseeds, Golden Linseeds, Sunflower Seeds), yeast, BARLEY malt flour, WHEAT gluten, salt, improver: (WHEAT aluten, WHEAT flour, emulsifier: E472e (rapeseed), flour treatment agent: Ascorbic Acid (E300), Water, Yeast. ALLERGY ADVICE For allergens including cereals containing gluten, see ingredients in BOLD. May contain milk, soya, egg and sulphites. Produced in a bakery that handle nuts in a controlled environment. NUTRITION INFORMATION","ascorbic-acid-vitamin-c, cereals-containing-gluten, eggs, milk, sesame-seeds, soybeans, sunflower-lecithin, tree-nuts, yeast",1260.0,300.0,6.0,0.8,48.4,1.1,10.8,1slice,Food,0
5391536662738,Irish Stew,The Plant-it Food Co,"Water, Potatoes, Onions, Pea & Fava Bean Protein, Carrots, Leeks, Turnip, Parsnip, Maize Starch, Natural Flavour, Rapeseed Oil, Parsley, Black Pepper, Colour: Burnt Sugar; Garlic Powder, Salt. For allergens: see ingredients bold.","bell-pepper, corn-maize, garlic, pea-protein",252.0,60.0,1.28,0.14,6.9,2.0,3.89,360g,Condiments & Others,1
5391537730382,Baby Carrots,Iona Farm,Carrots,,101.0,30.0,0.5,0.1,6.0,5.6,0.7,20g,Condiments & Others,0
5391537740794,Chocolate Biscuit Crunch,Nutriquick,"Water, Porridge Oats (Gluten). Chocolate Flavoured Whey Protein (Whey (Milk) Protein Concentrate (Milk) Soy Lecithin (Soy), Whey (Milk) Protein Isolate (Milk). Soy Lecithin (Soy), Cocoa (5%). Flavouring. Thickener (Guar Gum, Sodium Carboxymethyl Cellulose). Sweetener (Sucralose)). Chocolate Wafer Pieces, (Milk) Chocolate Sauce Soy Milk) Allergen Information: For allergens, including cereals containing gluten, see ingredients in Bald","cereals-containing-gluten, chocolate, cocoa, guar-gum, lecithin, milk, oats, soybeans, sucralose",684.0,163.0,4.5,1.5,19.0,2.8,10.0,182g,Food,0
5391541470083,Mediterranean Style Meatballs,Horgans Farm,"Turkey (80%), Seasoning [Breadcrumb (Rice Flour, Gram Flour, Maize Flour, Maize Starch, Salt, Dextrose), Dextrose, Salt Dehydrated Peppers, Spices [cracked black pepper, ground white pepper, ground coriander, ground cayenne], Garlic Granules, Antioxidant E301: Maltodextrin, Citric Acid E330; Onion powder, Preservative: Sodium Metabisulphite E223 (S02), Yeast Extract, Herb rubbed Parsley, Lemon juice Powder, Flavouring, Clemon Oil, Colour E160C: Rapeseed Oil, Sodium Ferrocyanide E535, Sulphur Dioxide E220, Tara Gum E417, Chicken Fat, Water. Mediterranean Glaze, WHEAT FLOUR (WHEATFLOUR, CALCIUM CARBONATE, NIACIN, IRON, THIAMIN), TOMATO POWDER, DEHYDRATED TOMATO, RUSK (WHEATFLOUR (WHEAT FLOUR, CALCIUM CARBONATE, NIACIN, IRON, THIAMIN), SALT, RAISING AGENT E503), SALT, SOYA ISOLATE (Soybeans), HERB (rubbed oregano), SPICE (cracked black pepper), GARLIC POWDER, STABILISER E451, PRESERVATIVE: SODIUM METABISULPHITE E223 (S02), FLAVOURING, ANTIOXIDANT E301 E331, ONION EXTRACT, HERB EXTRACT (basil extract) Allergy Advice: For Allergens, see ingredients in BOLD MAL INPA Q GMX 0:35 0:56 3:00 2:55 1:59 0:07 0:30 1:28 O ZA SHOOTEN LABRICOPANTE NUTRITIO Cobsdral COOKING ENG zm GA","basil, bell-pepper, cereals-containing-gluten, chicken, chili, citric-acid, coriander, corn-maize, garlic, lemon, onion, oregano, rice, soybeans, sulphur-dioxide-and-sulphites, tomato, yeast",584.0,138.0,3.8,1.9,5.7,1.7,20.4,100g,Condiments & Others,0
5391542350063,Nomoooo burgers,Thanks plants,"Black beans(31%)[water,black bean, sallt],wheatgluten(19%),onions(16%),pearl barley, water,carrots(3%), dijon mustard,[water, mustard seed,vinegar,salt,acid:citric acid,preservative:potassium metabisulphite], beetroot(3%), garlic puree,smoked paprika, shitake mushroom(contains preservative:sulphur dioxide),tomato puree, irish bramley applecider vinegar, smoke flavouring, sea salt, black pepper.","bell-pepper, black-beans, cereals-containing-gluten, citric-acid, garlic, mushrooms, mustard, paprika, sulphur-dioxide-and-sulphites, tomato",608.0,187.0,2.2,0.1,15.6,4.4,23.4,130g,Condiments & Others,0
5391542911202,High protein Carmel crispy mini bites,Broderick's Brothers,"Milk Chocolate (37%) (Chicory Root Fiber, Cocoa Butter Whole MILK Powder, Sugar, Cocoa Mass, Emulsifier SOYA Lecithin (E322), Natural Vanilla Flavouring), Caramal (328 Glucose Syrup, Sweetened Condensed MILK (MILK, Sugar), Palm Oil Humectant: Vegetable Glycerine (E422), Sugar, Butter (MILK), Emulsifier: SOYA Lecithin (E322), Salt), Proje in Crispy LK Prode Concentrate, Rice Starch), Organic Soluble Tapioca Fibre, Salt &quot;Rainforest Alliance Certified. Find out more at ra.org. ALLERGY ADVICE: See ingredients in BOLD. May contain traces of wheat, nuts, peanuts, egg & sulphites. Milk Chocolate contain cocoa solids 34% minimum. Origin of Caramel UK, Milk Chocolate Belgrum.","cereals-containing-gluten, chocolate, cocoa, eggs, lecithin, milk, peanuts, rice, soybeans, tree-nuts, vanilla",1799.0,430.0,19.0,11.0,37.0,35.0,22.0,48g,Food,1
5391542913602,Caramel Crispy high protein,Broderick's,"Caramel (36%) (Invert Sugar Syrup, Glucose Syrup, Sweetened Condensed MILK (MILK, Sugar), Palm Oil, Humectant: Vegetable Glycerol, Sugar, Butter (MILK), Emulsifier: Lecithin (SOYA), Salt), Protein Crispy (29%) (MILK Protein Concentrate, Rice Starch), Milk Chocolate with Sweetener (28%) (Sweetener: Maltitol, Whole MILK Powder, Cocoa Butter, Cocoa Mass, Emulsifier: Lecithin (SOYA), Natural Vanilla Flavouring), Organic Soluble Tapioca Fibre, Salt. Allergy advice: See ingredients in BOLD. May contain traces of wheat, nuts, peanuts, egg & sulphites. Milk Chocolate contain cocoa solids 33% minimum. Origin of Caramel UK. Milk Chocolate Belgium.","cereals-containing-gluten, chocolate, cocoa, eggs, lecithin, milk, peanuts, rice, soybeans, tree-nuts, vanilla",1814.0,432.0,17.0,9.8,45.0,30.0,24.0,38g,Food,1
5391547660013,Fury: fizzy cola,Flexinutrition,"Water, Beta Alanine, Citrulline Malate, Arginine AKG, Acidity Regulators (Citric Acid, Malic Acid, Tri Sodium Citrate), Acetyl L-tyrosine, Taurine (contains anti-caking agent: silicon dioxide), L-Carnitine, Caffeine, Flavour, Preservatives (Potassium Sorbate, Sodium Benzoate), Sweeteners (Acesulfame K, Sucralose, Steviol Glycosides), Pyridoxine HCI (Vitamin B6), Cyanocobalamin (Vitamin B12)","caffeine, citric-acid, stevia, sucralose",225.0,53.3,0.0,0.0,0.0,0.0,0.0,60ml,Beverages,0
5392000113114,Kimchi,Ransome,"Chinese Leaf Cabbage 87%, Carrots 7%, Daikon Radish 3%, Spring Onions &lt;1%, Garlic &lt;1%, Ginger &lt;1%, Gochugaru &lt;1%, Sea Salt &lt;1%","garlic, ginger",111.0,26.0,0.35,0.1,5.3,2.71,1.45,30g,Condiments & Others,0
5392000116238,Protein balls 100g,Jo's Absolute Nutrition,"INGREDIENTS Coconut (Sulphur) 26%, ALMOND 6% , Cocoa, Dates, Honey,Whey 4.2%: (Soya, Whey Protein Concentrate, Whey Protein Isolate, Fat Reduced Cocoa, Flavouring, Sweeteners [Asesulfame K, Sucralose], Enzyme Complex (Amylase, Protease, Cellulase, Beta-D-Galactosidase, Lipase). Contains MILK, SOYA.","almonds, cocoa, coconut, dates, milk, soybeans, sucralose, sulphur-dioxide-and-sulphites, tree-nuts",1864.0,445.4,27.3,20.2,33.48,32.74,11.9,26g,Health & Supplements,0
5392000116245,Coconut bites,Jo's Absolute Nutrition,"INGREDIENTS Coconut (Suphur) 33%, Almond, Dates, Chia Seeds 2%, Honey, Pink Himalayan Salt. Contains NUTS. ALLERGEN INFORMATION See ingredients in bold. Made on a line that may contain Peanuts. WARNING May contain date pits or nut kernels.","almonds, chia-seeds, coconut, dates, peanuts, tree-nuts",1598.0,382.0,29.2,18.7,25.6,24.5,6.2,26g,Condiments & Others,0
5392000133211,Sheep’s Milk Yogurt,valvet cloud,"sheep's milk, live yogurt cultures",milk,389.0,93.0,5.8,3.6,4.9,4.9,5.3,450g,Food,0
